platform,account_id,post_id,published_at,likes,comments,metrics_observed_at,source,measurement_protocol
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0053,2025-03-07T14:00:00-04:00,25,4,2025-03-09T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0054,2025-03-07T20:00:00-04:00,25,1,2025-03-09T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0065,2025-03-07T22:00:00-04:00,164,14,2025-03-09T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0055,2025-03-07T23:00:00-04:00,43,4,2025-03-09T23:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0064,2025-03-08T04:00:00-04:00,19,3,2025-03-10T04:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0063,2025-03-08T05:00:00-04:00,34,3,2025-03-10T05:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0061,2025-03-08T11:00:00-04:00,29,1,2025-03-10T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0056,2025-03-08T14:00:00-04:00,66,7,2025-03-10T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0062,2025-03-08T17:00:00-04:00,18,3,2025-03-10T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0064,2025-03-08T18:00:00-04:00,36,0,2025-03-10T18:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0065,2025-03-08T20:00:00-04:00,106,11,2025-03-10T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0066,2025-03-09T03:00:00-04:00,25,2,2025-03-11T03:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0066,2025-03-09T18:00:00-04:00,46,3,2025-03-11T18:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0067,2025-03-09T19:00:00-04:00,74,5,2025-03-11T19:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0063,2025-03-10T14:00:00-04:00,31,2,2025-03-12T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0068,2025-03-10T16:00:00-04:00,83,5,2025-03-12T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0065,2025-03-10T17:00:00-04:00,61,5,2025-03-12T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0057,2025-03-10T20:00:00-04:00,122,9,2025-03-12T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0056,2025-03-11T02:00:00-04:00,35,4,2025-03-13T02:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0058,2025-03-11T06:00:00-04:00,15,0,2025-03-13T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0069,2025-03-11T14:00:00-04:00,151,11,2025-03-13T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0057,2025-03-11T19:00:00-04:00,62,7,2025-03-13T19:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0070,2025-03-12T03:00:00-04:00,88,8,2025-03-14T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0059,2025-03-12T04:00:00-04:00,38,2,2025-03-14T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0067,2025-03-12T13:00:00-04:00,26,4,2025-03-14T13:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0068,2025-03-12T21:00:00-04:00,187,16,2025-03-14T21:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0060,2025-03-12T22:00:00-04:00,72,11,2025-03-14T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0071,2025-03-13T01:00:00-04:00,41,3,2025-03-15T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0066,2025-03-13T08:00:00-04:00,60,2,2025-03-15T08:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0064,2025-03-13T11:00:00-04:00,43,6,2025-03-15T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0065,2025-03-13T12:00:00-04:00,39,5,2025-03-15T12:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0069,2025-03-13T17:00:00-04:00,96,5,2025-03-15T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0066,2025-03-13T21:00:00-04:00,6,5,2025-03-15T21:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0072,2025-03-14T05:00:00-04:00,96,4,2025-03-16T05:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0061,2025-03-14T22:00:00-04:00,107,4,2025-03-16T22:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0067,2025-03-15T01:00:00-04:00,32,0,2025-03-17T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0070,2025-03-15T02:00:00-04:00,177,12,2025-03-17T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0071,2025-03-15T05:00:00-04:00,131,12,2025-03-17T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0058,2025-03-15T12:00:00-04:00,30,2,2025-03-17T12:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0067,2025-03-15T13:00:00-04:00,37,3,2025-03-17T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0068,2025-03-15T23:00:00-04:00,19,3,2025-03-17T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0062,2025-03-16T08:00:00-04:00,59,8,2025-03-18T08:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0073,2025-03-16T11:00:00-04:00,89,7,2025-03-18T11:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0072,2025-03-16T14:00:00-04:00,124,14,2025-03-18T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0068,2025-03-17T01:00:00-04:00,37,1,2025-03-19T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0069,2025-03-17T04:00:00-04:00,52,2,2025-03-19T04:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0070,2025-03-17T17:00:00-04:00,26,2,2025-03-19T17:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0074,2025-03-18T02:00:00-04:00,31,0,2025-03-20T02:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0069,2025-03-18T07:00:00-04:00,70,3,2025-03-20T07:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0059,2025-03-18T13:00:00-04:00,62,1,2025-03-20T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0071,2025-03-18T14:00:00-04:00,44,0,2025-03-20T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0063,2025-03-18T22:00:00-04:00,67,4,2025-03-20T22:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0070,2025-03-18T23:00:00-04:00,21,2,2025-03-20T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0064,2025-03-19T01:00:00-04:00,96,7,2025-03-21T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0075,2025-03-19T01:00:00-04:00,99,4,2025-03-21T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0065,2025-03-19T08:00:00-04:00,29,2,2025-03-21T08:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0071,2025-03-19T11:00:00-04:00,57,6,2025-03-21T11:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0076,2025-03-19T23:00:00-04:00,61,4,2025-03-21T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0066,2025-03-20T02:00:00-04:00,58,2,2025-03-22T02:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0072,2025-03-20T05:00:00-04:00,29,4,2025-03-22T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0060,2025-03-20T13:00:00-04:00,45,5,2025-03-22T13:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0073,2025-03-20T17:00:00-04:00,71,7,2025-03-22T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0072,2025-03-20T23:00:00-04:00,34,1,2025-03-22T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0073,2025-03-21T02:00:00-04:00,31,0,2025-03-23T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0077,2025-03-21T09:00:00-04:00,94,6,2025-03-23T09:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0074,2025-03-22T11:00:00-04:00,30,4,2025-03-24T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0067,2025-03-22T18:00:00-04:00,159,11,2025-03-24T18:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0073,2025-03-22T19:00:00-04:00,47,4,2025-03-24T19:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0075,2025-03-23T01:00:00-04:00,31,3,2025-03-25T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0074,2025-03-23T11:00:00-04:00,38,4,2025-03-25T11:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0061,2025-03-23T21:00:00-04:00,40,7,2025-03-25T21:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0076,2025-03-23T23:00:00-04:00,35,4,2025-03-25T23:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0075,2025-03-23T23:00:00-04:00,133,9,2025-03-25T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0068,2025-03-24T01:00:00-04:00,40,3,2025-03-26T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0076,2025-03-24T08:00:00-04:00,66,6,2025-03-26T08:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0074,2025-03-24T14:00:00-04:00,90,9,2025-03-26T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0077,2025-03-25T05:00:00-04:00,110,6,2025-03-27T05:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0077,2025-03-25T06:00:00-04:00,60,6,2025-03-27T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0062,2025-03-25T06:00:00-04:00,50,3,2025-03-27T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0078,2025-03-25T06:00:00-04:00,32,3,2025-03-27T06:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0078,2025-03-25T10:00:00-04:00,51,6,2025-03-27T10:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0063,2025-03-25T11:00:00-04:00,55,3,2025-03-27T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0075,2025-03-25T12:00:00-04:00,52,5,2025-03-27T12:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0064,2025-03-25T14:00:00-04:00,49,4,2025-03-27T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0079,2025-03-25T20:00:00-04:00,17,0,2025-03-27T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0065,2025-03-25T21:00:00-04:00,28,2,2025-03-27T21:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0079,2025-03-26T01:00:00-04:00,96,9,2025-03-28T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0066,2025-03-26T03:00:00-04:00,26,1,2025-03-28T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0080,2025-03-26T07:00:00-04:00,36,3,2025-03-28T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0081,2025-03-26T22:00:00-04:00,46,7,2025-03-28T22:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0076,2025-03-27T02:00:00-04:00,39,8,2025-03-29T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0078,2025-03-27T04:00:00-04:00,95,10,2025-03-29T04:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0069,2025-03-27T06:00:00-04:00,48,4,2025-03-29T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0079,2025-03-27T09:00:00-04:00,73,8,2025-03-29T09:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0070,2025-03-27T14:00:00-04:00,86,7,2025-03-29T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0071,2025-03-27T19:00:00-04:00,141,8,2025-03-29T19:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0082,2025-03-27T20:00:00-04:00,21,0,2025-03-29T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0083,2025-03-28T16:00:00-04:00,26,6,2025-03-30T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0080,2025-03-28T20:00:00-04:00,65,8,2025-03-30T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0077,2025-03-28T21:00:00-04:00,34,0,2025-03-30T21:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0067,2025-03-28T21:00:00-04:00,19,0,2025-03-30T21:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0084,2025-03-28T22:00:00-04:00,19,0,2025-03-30T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0081,2025-03-29T09:00:00-04:00,31,5,2025-03-31T09:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0082,2025-03-29T14:00:00-04:00,120,9,2025-03-31T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0083,2025-03-30T11:00:00-04:00,51,3,2025-04-01T11:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0080,2025-03-30T19:00:00-04:00,195,13,2025-04-01T19:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0085,2025-03-31T07:00:00-04:00,97,3,2025-04-02T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0086,2025-03-31T13:00:00-04:00,94,4,2025-04-02T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0087,2025-03-31T15:00:00-04:00,54,4,2025-04-02T15:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0078,2025-03-31T15:00:00-04:00,53,6,2025-04-02T15:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0068,2025-04-01T04:00:00-04:00,47,4,2025-04-03T04:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0072,2025-04-01T13:00:00-04:00,69,1,2025-04-03T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0073,2025-04-01T15:00:00-04:00,42,5,2025-04-03T15:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0084,2025-04-01T16:00:00-04:00,99,9,2025-04-03T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0074,2025-04-02T04:00:00-04:00,55,5,2025-04-04T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0085,2025-04-02T21:00:00-04:00,56,7,2025-04-04T21:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0069,2025-04-03T03:00:00-04:00,27,2,2025-04-05T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0079,2025-04-03T08:00:00-04:00,61,5,2025-04-05T08:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0070,2025-04-03T08:00:00-04:00,81,5,2025-04-05T08:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0080,2025-04-03T13:00:00-04:00,94,5,2025-04-05T13:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0071,2025-04-03T15:00:00-04:00,48,9,2025-04-05T15:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0088,2025-04-04T02:00:00-04:00,30,0,2025-04-06T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0081,2025-04-04T07:00:00-04:00,67,2,2025-04-06T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0075,2025-04-04T10:00:00-04:00,51,1,2025-04-06T10:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0072,2025-04-04T10:00:00-04:00,45,0,2025-04-06T10:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0073,2025-04-04T16:00:00-04:00,45,7,2025-04-06T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0081,2025-04-04T17:00:00-04:00,99,7,2025-04-06T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0082,2025-04-04T18:00:00-04:00,65,4,2025-04-06T18:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0076,2025-04-04T22:00:00-04:00,108,7,2025-04-06T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0086,2025-04-05T11:00:00-04:00,30,6,2025-04-07T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0083,2025-04-05T21:00:00-04:00,27,3,2025-04-07T21:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0082,2025-04-05T23:00:00-04:00,152,14,2025-04-07T23:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0074,2025-04-06T02:00:00-04:00,35,1,2025-04-08T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0075,2025-04-06T12:00:00-04:00,87,10,2025-04-08T12:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0084,2025-04-06T14:00:00-04:00,45,4,2025-04-08T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0085,2025-04-06T19:00:00-04:00,35,0,2025-04-08T19:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0076,2025-04-06T20:00:00-04:00,42,2,2025-04-08T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0089,2025-04-07T01:00:00-04:00,42,0,2025-04-09T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0077,2025-04-07T01:00:00-04:00,11,0,2025-04-09T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0090,2025-04-07T17:00:00-04:00,48,5,2025-04-09T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0077,2025-04-07T20:00:00-04:00,109,6,2025-04-09T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0087,2025-04-08T13:00:00-04:00,57,8,2025-04-10T13:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0083,2025-04-08T17:00:00-04:00,58,5,2025-04-10T17:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0088,2025-04-10T03:00:00-04:00,68,8,2025-04-12T03:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0089,2025-04-10T13:00:00-04:00,179,17,2025-04-12T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0091,2025-04-10T16:00:00-04:00,41,1,2025-04-12T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0092,2025-04-11T14:00:00-04:00,40,1,2025-04-13T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0078,2025-04-11T14:00:00-04:00,44,5,2025-04-13T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0090,2025-04-11T17:00:00-04:00,88,8,2025-04-13T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0086,2025-04-12T02:00:00-04:00,25,2,2025-04-14T02:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0091,2025-04-12T03:00:00-04:00,32,5,2025-04-14T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0093,2025-04-12T05:00:00-04:00,37,2,2025-04-14T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0092,2025-04-12T05:00:00-04:00,30,6,2025-04-14T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0079,2025-04-12T07:00:00-04:00,19,2,2025-04-14T07:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0093,2025-04-12T20:00:00-04:00,60,1,2025-04-14T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0078,2025-04-12T21:00:00-04:00,86,8,2025-04-14T21:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0084,2025-04-13T00:00:00-04:00,185,16,2025-04-15T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0094,2025-04-13T01:00:00-04:00,25,3,2025-04-15T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0095,2025-04-13T04:00:00-04:00,13,0,2025-04-15T04:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0087,2025-04-13T08:00:00-04:00,30,1,2025-04-15T08:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0096,2025-04-13T12:00:00-04:00,38,6,2025-04-15T12:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0085,2025-04-13T15:00:00-04:00,96,4,2025-04-15T15:00:00-04:00,synthetic,synthetic_fixed_48h
